timestamp,asset_id,depot,shift,asset_age_months,vibration_g,temperature_c,pressure_psi,acoustic_db,motor_current_a,error_events,constant_sensor,time_to_failure_hours,health_status,fault_type,failure_within_7_days,vibration_roll_mean_6,vibration_rms_6,vibration_peak_to_peak_6,temp_roll_mean_6
2026-01-19 06:00:00,PUMP-001,North,Day,15,1.436,66.5454,122.3246,68.5358,36.7576,0,1.0,211.25,Healthy,Normal,0,1.5864166666666666,1.594153959001451,0.4364000000000001,64.03985
2026-01-19 12:00:00,PUMP-001,North,Day,15,1.6369,62.3896,125.4309,66.7254,36.6249,1,1.0,198.87,Healthy,Normal,0,1.6046833333333332,1.6121805828339042,0.4364000000000001,63.629266666666666
2026-01-19 18:00:00,PUMP-001,North,Day,15,1.4295,66.8635,122.9976,70.0738,36.3765,0,1.0,198.69,Healthy,Normal,0,1.5548166666666665,1.562573942250414,0.4364000000000001,63.99023333333333
2026-01-20 00:00:00,PUMP-001,North,Day,15,1.4659,66.7041,120.8378,64.4506,38.2553,1,1.0,250.48,Healthy,Normal,0,1.4900333333333335,1.4921542368892926,0.21870000000000012,64.45678333333332
2026-01-20 06:00:00,PUMP-001,North,Day,15,1.4885,63.9095,120.5758,71.333,36.7343,0,1.0,181.22,Healthy,Normal,0,1.5017500000000001,1.5035228969545715,0.20740000000000003,64.63305
2026-01-20 12:00:00,PUMP-001,North,Night,15,1.661,63.7522,124.0727,71.4151,33.5771,0,1.0,201.37,Healthy,Normal,0,1.5196333333333334,1.522521150373069,0.23150000000000004,65.02738333333333
2026-01-20 18:00:00,PUMP-001,North,Day,15,1.5087,67.2536,120.6105,71.3507,36.4472,0,1.0,181.74,Healthy,Normal,0,1.53175,1.5341937953422529,0.23150000000000004,65.14541666666668
2026-01-21 00:00:00,PUMP-001,North,Day,15,1.4817,61.2058,124.5207,67.9244,35.5207,1,1.0,218.78,Healthy,Normal,0,1.5058833333333332,1.5076746383089423,0.23150000000000004,64.94811666666666
2026-01-21 06:00:00,PUMP-001,North,Night,15,1.5359,59.7428,127.4094,70.6265,35.0006,0,1.0,153.94,Healthy,Normal,1,1.5236166666666666,1.525014505395495,0.19510000000000005,63.76133333333334
2026-01-21 12:00:00,PUMP-001,North,Day,15,1.9689,65.0077,125.9797,69.6161,37.1435,0,1.0,137.96,Healthy,Normal,1,1.60745,1.616669408073277,0.4872000000000001,63.47860000000001
2026-01-21 18:00:00,PUMP-001,North,Night,15,1.5516,63.497,127.4308,73.4463,35.3576,1,1.0,167.9,Healthy,Normal,1,1.6179666666666668,1.6265274954126454,0.4872000000000001,63.40985
2026-01-22 00:00:00,PUMP-001,North,Day,15,1.1347,62.7633,121.7673,64.6632,34.6509,0,1.0,160.83,Healthy,Normal,1,1.5302499999999999,1.5493102363094788,0.8342,63.24503333333333
2026-01-22 06:00:00,PUMP-001,North,Day,15,1.4959,62.3959,124.3789,72.4131,34.6337,0,1.0,136.59,Healthy,Normal,1,1.5281166666666668,1.5472402512215095,0.8342,62.43541666666666
2026-01-22 12:00:00,PUMP-001,North,Day,15,1.7686,64.9868,126.4699,67.9793,36.2831,0,1.0,173.18,Healthy,Normal,0,1.5759333333333334,1.5966749533535831,0.8342,63.065583333333336
2026-01-22 18:00:00,PUMP-001,North,Day,15,1.8874,65.1396,119.6237,70.4988,38.1792,0,1.0,173.92,Healthy,Normal,0,1.6345166666666666,1.658288042430104,0.8342,63.96505
2026-01-23 00:00:00,PUMP-001,North,Night,15,2.229,67.148,125.4263,68.4576,35.3326,1,1.0,118.83,Healthy,Normal,1,1.6778666666666666,1.7122786562550696,1.0943,64.32176666666666
2026-01-23 06:00:00,PUMP-001,North,Day,15,2.0381,67.576,124.8239,73.2961,34.9322,0,1.0,101.96,Healthy,Normal,1,1.7589499999999998,1.795261272999931,1.0943,65.0016
2026-01-23 12:00:00,PUMP-001,North,Night,15,2.0063,64.8116,121.7405,73.9409,40.0166,0,1.0,128.92,Healthy,Normal,1,1.9042166666666667,1.9181359801466977,0.7331000000000001,65.34298333333334
2026-01-23 18:00:00,PUMP-001,North,Night,15,2.3041,68.3807,117.0897,76.8721,40.2992,0,1.0,136.1,Healthy,Normal,1,2.0389166666666667,2.0472190010678717,0.5355000000000001,66.34045
2026-01-24 00:00:00,PUMP-001,North,Day,15,2.4391,70.3679,124.6027,73.9814,39.136,0,1.0,99.82,Healthy,Normal,1,2.1506666666666665,2.1590081318358516,0.5516999999999999,67.2373
2026-01-24 06:00:00,PUMP-001,North,Day,15,2.4511,69.3302,114.8565,76.7482,40.8206,0,1.0,95.87,Healthy,Normal,1,2.2446166666666665,2.251425812309465,0.44479999999999986,67.93573333333335
2026-01-24 12:00:00,PUMP-001,North,Night,15,2.6402,71.5644,114.8875,74.1531,38.7845,1,1.0,97.91,Healthy,Seal Leak,1,2.31315,2.3243538231086935,0.6339000000000001,68.6718
2026-01-24 18:00:00,PUMP-001,North,Night,15,2.7521,72.4072,118.3431,73.1333,37.4846,0,1.0,107.91,Healthy,Warning,1,2.43215,2.443901490445145,0.7458,69.47699999999999
2026-01-25 00:00:00,PUMP-001,North,Day,15,2.8424,69.3953,117.1023,76.2501,40.7829,1,1.0,104.28,Healthy,Warning,1,2.5715,2.5784337959311654,0.5383,70.24095
2026-01-25 06:00:00,PUMP-001,North,Day,15,2.9523,75.6885,120.8639,74.0159,37.8581,1,1.0,82.85,Healthy,Bearing Wear,1,2.6795333333333335,2.6862961961282923,0.5132000000000003,71.45891666666667
2026-01-25 12:00:00,PUMP-001,North,Day,15,2.9053,73.0008,117.3852,73.7554,40.2417,0,1.0,99.35,Healthy,Warning,1,2.7572333333333336,2.76250739968843,0.5012000000000003,71.89773333333333
2026-01-25 18:00:00,PUMP-001,North,Day,15,2.8988,71.0814,108.9213,75.107,40.2433,2,1.0,56.5,Warning,Warning,1,2.8318499999999998,2.833838181395214,0.31210000000000004,72.1896
2026-01-26 00:00:00,PUMP-001,North,Day,15,3.1516,74.2961,111.7643,74.6496,42.4985,1,1.0,14.28,Warning,Warning,1,2.9170833333333337,2.919639234277642,0.3995000000000002,72.64488333333334
2026-01-26 06:00:00,PUMP-001,North,Night,15,3.4052,76.7553,115.6597,83.0714,41.9918,3,1.0,32.19,Warning,Warning,1,3.025933333333333,3.032245927251504,0.5627999999999997,73.36956666666667
2026-01-26 12:00:00,PUMP-001,North,Day,15,3.4465,77.7772,115.2338,71.665,42.0332,0,1.0,82.62,Warning,Bearing Wear,1,3.126616666666667,3.134916709951531,0.5476999999999999,74.76655000000001
2026-01-26 18:00:00,PUMP-001,North,Night,15,3.5212,79.5352,108.2321,75.544,40.5812,1,1.0,66.19,Warning,Misalignment,1,3.221433333333333,3.2313307583718505,0.6223999999999998,75.40766666666666
2026-01-27 00:00:00,PUMP-001,North,Night,15,3.4175,75.2739,112.3796,76.3318,41.5552,5,1.0,29.07,Critical,Bearing Wear,1,3.3067999999999995,3.3137976446970927,0.6223999999999998,75.78651666666667
2026-01-27 06:00:00,PUMP-001,North,Day,15,3.3297,76.3842,108.785,75.9172,41.4283,1,1.0,4.82,Warning,Seal Leak,1,3.3786166666666673,3.3806160589947702,0.3695999999999997,76.67031666666666
2026-01-27 12:00:00,PUMP-001,North,Night,15,4.0682,77.5552,112.5468,77.7959,42.0936,2,1.0,29.41,Warning,Bearing Wear,1,3.531383333333333,3.5399872483291985,0.7385000000000002,77.2135
2026-01-27 18:00:00,PUMP-001,North,Day,15,3.8103,79.6182,111.9333,79.1978,41.729,4,1.0,0.0,Critical,Bearing Wear,1,3.5989,3.608140272587343,0.7385000000000002,77.69064999999999
2026-01-28 00:00:00,PUMP-001,North,Day,15,3.9599,81.946,107.8067,77.8978,45.535,2,1.0,10.18,Warning,Bearing Wear,1,3.684466666666667,3.6949177510015927,0.7385000000000002,78.38545
2026-01-28 06:00:00,PUMP-001,North,Night,15,4.5278,85.5647,110.3386,79.996,41.5888,1,1.0,0.0,Critical,Misalignment,1,3.852233333333334,3.873341075436898,1.1981000000000002,79.39036666666668
2026-01-01 00:00:00,PUMP-002,South,Day,8,1.9831,60.3258,121.4039,61.6087,33.5872,0,1.0,648.54,Healthy,Normal,0,1.9831,1.9831,0.0,60.3258
2026-01-01 06:00:00,PUMP-002,South,Day,8,1.7945,68.0679,118.283,75.1587,35.9973,0,1.0,615.2,Healthy,Normal,0,1.8888,1.8911525401193845,0.1886000000000001,64.19685
2026-01-01 12:00:00,PUMP-002,South,Night,8,1.8323,65.5114,119.8973,66.8611,35.6418,0,1.0,625.82,Healthy,Normal,0,1.8699666666666666,1.87174064709831,0.1886000000000001,64.63503333333334
2026-01-01 18:00:00,PUMP-002,South,Day,8,1.8718,65.4098,120.8288,71.4187,34.6004,0,1.0,615.49,Healthy,Normal,0,1.870425,1.8717554855001761,0.1886000000000001,64.82872499999999
2026-01-02 00:00:00,PUMP-002,South,Night,8,1.7577,66.5078,121.6936,66.4794,36.3213,0,1.0,627.01,Healthy,Normal,0,1.84788,1.8495071602997377,0.22540000000000004,65.16454
2026-01-02 06:00:00,PUMP-002,South,Day,8,1.6699,66.1968,118.9361,68.8896,37.2188,1,1.0,598.44,Healthy,Normal,0,1.8182166666666666,1.8208033799214383,0.31320000000000014,65.33658333333334
2026-01-02 12:00:00,PUMP-002,South,Day,8,1.9862,66.9812,120.4618,70.3008,37.1533,0,1.0,641.5,Healthy,Normal,0,1.8187333333333333,1.8213664522367083,0.3163,66.44581666666666
2026-01-02 18:00:00,PUMP-002,South,Day,8,2.0368,65.6063,121.2503,71.5412,35.4752,0,1.0,608.91,Healthy,Normal,0,1.8591166666666668,1.863356224218368,0.3669,66.03555
2026-01-03 00:00:00,PUMP-002,South,Day,8,2.1823,64.6996,114.0672,67.5964,34.5705,0,1.0,618.57,Healthy,Normal,0,1.9174499999999999,1.9251704907185059,0.5124000000000002,65.90025
2026-01-03 06:00:00,PUMP-002,South,Day,8,2.0342,66.2127,121.1633,70.9426,36.8626,0,1.0,614.75,Healthy,Normal,0,1.9445166666666667,1.9524353557373757,0.5124000000000002,66.03406666666667
2026-01-03 12:00:00,PUMP-002,South,Night,8,2.0192,65.7006,123.7894,72.7316,36.2839,0,1.0,588.36,Healthy,Normal,0,1.9881,1.994144856824599,0.5124000000000002,65.89953333333334
2026-01-03 18:00:00,PUMP-002,South,Day,8,1.9224,67.376,118.0175,71.8531,36.9484,0,1.0,570.63,Healthy,Normal,0,2.0301833333333335,2.0316962539546437,0.2599,66.09606666666667
2026-01-04 00:00:00,PUMP-002,South,Day,8,1.941,64.2287,116.9324,68.7634,36.7596,1,1.0,617.8,Healthy,Normal,0,2.02265,2.024402322085871,0.2599,65.63731666666666
2026-01-04 06:00:00,PUMP-002,South,Night,8,2.0324,70.1102,115.0672,73.3856,36.2098,0,1.0,579.16,Healthy,Normal,0,2.0219166666666664,2.0236651604617464,0.2599,66.38796666666666
2026-01-04 12:00:00,PUMP-002,South,Night,8,1.985,68.3262,118.3822,72.6041,35.0979,0,1.0,601.73,Healthy,Normal,0,1.9890333333333334,1.9895190289782771,0.11179999999999968,66.9924
2026-01-04 18:00:00,PUMP-002,South,Night,8,2.2728,65.5697,119.3167,67.4364,35.679,1,1.0,564.56,Healthy,Normal,0,2.0288,2.032107526682582,0.35040000000000004,66.88523333333335
2026-01-05 00:00:00,PUMP-002,South,Day,8,2.4283,64.5451,125.1926,70.5606,35.7883,0,1.0,562.51,Healthy,Normal,0,2.0969833333333336,2.1053993386053866,0.5059,66.69265
2026-01-05 06:00:00,PUMP-002,South,Night,8,1.9392,63.1923,114.4685,71.5025,35.6126,0,1.0,557.8,Healthy,Normal,0,2.0997833333333333,2.1079655725367057,0.4891000000000001,65.99536666666667
2026-01-05 12:00:00,PUMP-002,South,Night,8,2.0452,64.528,124.4402,73.6321,36.6924,1,1.0,524.88,Healthy,Normal,0,2.11715,2.124322447668119,0.4891000000000001,66.04525000000001
2026-01-05 18:00:00,PUMP-002,South,Day,8,2.0304,66.5363,116.0751,71.6117,34.1019,0,1.0,514.71,Healthy,Normal,0,2.116816666666667,2.124003671136187,0.4891000000000001,65.4496
2026-01-06 00:00:00,PUMP-002,South,Day,8,2.1904,65.1119,115.8774,69.447,36.1428,1,1.0,548.67,Healthy,Normal,0,2.15105,2.157389500067153,0.4891000000000001,64.91388333333333
